Input;Output
['locationArea | our_area'];Here is a detailed look at the forecast for our area:
['timePoint | Today'];Today
['weatherType | Rain'];Rain.
['maximumTemperature | 38'];High near 38.
['temperatureCelsius | between_25_and_30'];Wind chill values between 25 and 30.
['windDirection | East', 'windSpeedBft | 13_to_17_mph'];East wind 13 to 17 mph.
['weatherOccurringChance | 100%', 'weatherType | precipitation'];Chance of precipitation is 100%.
['precipitationAmount | between_a_quarter_and_half_of_an_inch', 'weatherOccurringChance | possible', 'weatherType | precipitation'];New precipitation amounts between a quarter and half of an inch possible.
['timePoint | Tonight'];Tonight
['timePoint | before_10pm', 'weatherOccurringChance | likely', 'weatherType | Rain'];Rain likely, mainly before 10pm.
['cloudAmount | Mostly_cloudy', 'minimumTemperature | 33'];Mostly cloudy, with a low around 33.
['temperatureCelsius | between_25_and_30'];Wind chill values between 25 and 30.
['windDirection | Northeast', 'windSpeedBft | 10_to_14_mph'];Northeast wind 10 to 14 mph.
['weatherOccurringChance | 70%', 'weatherType | precipitation'];Chance of precipitation is 70%.
['precipitationAmount | between_a_tenth_and_quarter_of_an_inch', 'weatherOccurringChance | possible', 'weatherType | precipitation'];New precipitation amounts between a tenth and quarter of an inch possible.
['timePoint | Tuesday'];Tuesday
['maximumTemperature | 47', 'weatherIntensity | Partly', 'weatherType | sunny'];Partly sunny, with a high near 47.
['temperatureCelsius | between_25_and_35', 'timePoint | early'];Wind chill values between 25 and 35 early.
['timePoint | in_the_afternoon', 'windChange | west', 'windDirection | Northwest', 'windSpeedBft | 6_to_9_mph'];Northwest wind 6 to 9 mph becoming west in the afternoon.
['timePoint | Tuesday_Night'];Tuesday Night
['cloudAmount | Cloudy', 'cloudChange | gradual_clearing', 'minimumTemperature | 30', 'timePoint | during_the_early_evening'];Cloudy during the early evening, then gradual clearing, with a low around 30.
['temperatureCelsius | between_20_and_25'];Wind chill values between 20 and 25.
['windDirection | West', 'windSpeedBft | 8_to_10_mph'];West wind 8 to 10 mph.
"[""timePoint | New_Year's_Day""]";New Year's Day
['maximumTemperature | 42', 'weatherIntensity | Mostly', 'weatherType | sunny'];Mostly sunny, with a high near 42.
['gustAmount | gusts', 'gustVelocity | 25_mph', 'windDirection | West', 'windSpeedBft | 9_to_14_mph'];West wind 9 to 14 mph, with gusts as high as 25 mph.
['timePoint | Wednesday_Night'];Wednesday Night
['minimumTemperature | 26', 'weatherIntensity | Mostly', 'weatherType | clear'];Mostly clear, with a low around 26.
['maximumTemperature | mid_80s'];Highs in the mid 80s
['temperatureHotCold | warmer', 'timePoint | Saturday_afternoon', 'weatherIntensity | some', 'weatherType | showers', 'windAmount | storms'];Saturday afternoon becomes warmer with some showers and storms.
['timePoint | rest_of_the_day'];The rest of the day will not be a wash-out, though.
['temperatureHotCold | Hotter', 'timePoint | Sunday', 'weatherIntensity | scattered', 'weatherType | thunderstorms'];Hotter weather returns Sunday with more scattered thunderstorms.
['temperatureHotCold | warmer', 'timePoint | Saturday_afternoon', 'weatherIntensity | partly', 'weatherType | sunny'];Saturday afternoon will be partly sunny and warmer.
['maximumTemperature | mid_80s'];Remember your sunscreen as highs reach the mid 80s.
['locationArea | south_of__8_Mile', 'weatherIntensity | scattered', 'weatherOccurringChance | slight_chance', 'weatherType | showers'];There is a slight chance of scattered showers, especially south of  8 Mile.
['cloudAmount | partly_to_mostly_cloudy', 'temperatureHotCold | warm', 'timePoint | Saturday_evening'];Saturday evening will be partly to mostly cloudy and warm.
['temperatureCelsius | near_80_degrees'];Temperatures will be near 80 degrees.
['sunSetTime | 8:34_p.m.'];Sunset is at 8:34 p.m.
['cloudAmount | mostly_cloudy', 'temperatureHotCold | warm', 'timePoint | Saturday_night'];Saturday night will have mostly cloudy skies and it will be warm.
['minimumTemperature | near_70_degrees', 'timePoint | Overnight'];Overnight lows will be near 70 degrees.
['temperatureHotCold | hot', 'timePoint | On_Sunday', 'weatherType | humid'];On Sunday, hot and humid weather makes a comeback.
['temperatureCelsius | 90°F', 'timePoint | Daytime'];Daytime temperatures reach 90°F.
['temperatureCelsius | 95°F'];It will feel like 95°F.
['timePoint | unday_afternoon', 'weatherIntensity | scattered', 'weatherType | showers', 'weatherType | thunderstorms'];unday afternoon has a chance of scattered showers and thunderstorms.
['weatherFrequency | frequent', 'weatherIntensity | heavy', 'weatherOccurringChance | marginal_risk', 'weatherType | downpours', 'weatherType | hail', 'weatherType | lightning', 'windAmount | damaging', 'windAmount | strong_to_severe'];There is a marginal risk of strong to severe storms with heavy downpours, frequent lightning and damaging wind and hail.
['temperatureHotCold | hot', 'timePoint | Monday'];Monday will be hot as well.
['temperatureHotCold | hot', 'timePoint | Monday'];Monday will be hot, as well.
['weatherIntensity | partly', 'weatherIntensity | scattered', 'weatherType | showers', 'weatherType | sunny', 'windAmount | storms'];Skies will be partly sunny with scattered showers and storms.
['temperatureChange | not', 'temperatureHotCold | hot', 'temperatureHotCold | very_warm', 'timePoint | Tuesday,_Wednesday_and_Thursday'];Tuesday, Wednesday and Thursday will not be as hot, but it will be very warm.
['maximumTemperature | middle_and_upper_80s', 'timePoint | each_day', 'weatherIntensity | mostly', 'weatherType | sunny'];Skies will probably be mostly sunny with highs in the middle and upper 80s each day.
['cloudAmount | cloud', 'locationArea | Preston', 'timePoint | Wednesday_21_August', 'weatherType | rain', 'weatherType | sunny'];The weather in Preston is set to be a mixed bag on Wednesday 21 August, with sunny spells, cloud and rain.
['locationArea | Preston', 'temperatureChange | rise', 'timePoint | over_the_next_few_days'];However, temperatures are set to rise in Preston over the next few days.
['locationArea | Preston', 'timePoint | this_morning'];What will the weather be like this morning in Preston?
['cloudAmount | cloud', 'cloudChange | creeping_in', 'timePoint | This_morning', 'timePoint | from_10am_onwards', 'weatherType | sunny'];This morning will begin sunny, with cloud creeping in from 10am onwards.
['temperatureCelsius | 17C', 'timePoint | 12pm'];The temperature will reach 17C by 12pm.
['locationArea | Preston', 'timePoint | this_afternoon'];What will the weather be like this afternoon in Preston?
['timePoint | This_afternoon', 'timePoint | throughout', 'weatherType | overcast'];This afternoon will overcast throughout.
['temperatureCelsius | 19C', 'timePoint | 3pm'];The temperature will reach its peak of 19C by 3pm.
['locationArea | Preston', 'timePoint | this_evening_and_tonight'];What will the weather be like this evening and tonight in Preston?
['cloudAmount | cloudy', 'timePoint | Early_evening', 'timePoint | from_8pm_onwards', 'timePoint | 9pm', 'weatherChange | turning_heavier', 'weatherType | rain'];Early evening will be cloudy, before rain hits from 8pm onwards, turning heavier at 9pm.
['temperatureCelsius | 14C.', 'timePoint | Overnight'];Overnight temperature of 14C.
['locationArea | Preston', 'timePoint | tomorrow'];What will the weather be like tomorrow in Preston?
['cloudAmount | cloudy', 'timePoint | Tomorrow', 'timePoint | lunchtime', 'weatherIntensity | heavy', 'weatherType | rain'];Tomorrow is then set to begin with heavy rain, which will change to cloudy by lunchtime.
['maximumTemperature | 19C.'];Maximum temperature of 19C.
['temperatureCelsius | 24C', 'temperatureChange | rise', 'timePoint | Saturday', 'timePoint | as_the_week_progresses'];Temperatures will continue to rise as the week progresses, reaching 24C by Saturday.
['locationArea | Preston', 'timePoint | long-term'];What is the long-term forecast for Preston?
['locationArea | across_most_of_the_UK', 'temperatureHotCold | warm', 'timePoint | Sunday', 'timePoint | Sunday_25_August_to_Tuesday_3_September', 'weatherType | bright', 'weatherType | dry'];The Met Office UK outlook for Sunday 25 August to Tuesday 3 September said: “Sunday is expected to be dry, bright and warm across most of the UK.
['locationArea | across_the_southeast', 'locationArea | in_the_northwest', 'temperatureCelsius | closer_to_normal', 'temperatureCelsius | well_above_average'];“Temperatures will be well above average across the southeast, but remain closer to normal in the northwest.
['timePoint | odd', 'weatherOccurringChance | possible', 'weatherType | shower'];The odd shower is possible but most people won't see one.
['locationArea | Scotland', 'locationArea | east', 'locationArea | in_the_far_northwest', 'locationArea | in_the_south', 'temperatureHotCold | warm', 'timePoint | On_Monday', 'weatherType | dry', 'weatherType | wetter', 'windAmount | windier'];“On Monday (the Bank Holiday except in Scotland), warm dry weather is expected again in the south and east, but it may be wetter and windier in the far northwest.
['compassDirection | up_from_the_near_continent', 'locationArea | east', 'locationArea | in_the_south', 'temperatureHotCold | warm', 'timePoint | In_the_following_days', 'weatherIntensity | some', 'weatherOccurringChance | risk', 'weatherType | dry', 'weatherType | thundery_showers'];“In the following days, dry warm weather may well continue in the south and east, though there is a risk of some thundery showers moving up from the near continent.”
['temperatureHotCold | warm', 'timePoint | Sunday’s', 'weatherType | rain', 'weatherType | snow'];Sunday’s warm weather will turn to rain and snow.
['locationArea | Denver', 'snowAmount | Up_to_a_foot', 'timePoint | Monday_evening', 'weatherType | snow', 'weatherType | winter_storm'];Up to a foot of snow could fall on Denver Monday evening if the National Weather Service’s “worst case scenario” for an expected winter storm comes true.
['maximumTemperature | 57_degrees', 'timePoint | Sunday', 'timePoint | all_day', 'weatherType | sunny'];Sunday temperatures will reach a high of 57 degrees and skies will stay sunny all day, according to the weather service.
['windSpeedBft | 60_mph'];Winds in the mountains and foothills could reach 60 mph.
['timePoint | Monday_afternoon_and_evening', 'timePoint | overnight', 'weatherType | rain', 'weatherType | snow'];Forecasters predict rain will start to fall Monday afternoon and evening before turning to snow overnight.
['gustAmount | gust', 'gustVelocity | 26_mph', 'weatherType | winter_storm'];Winds will gust up to 26 mph as the winter storm moves through.
['snowAmount | 1', 'snowAmount | 12_inches', 'weatherType | snow'];The weather service’s predictions of how much snow will fall range from 1 to 12 inches.
['locationArea | Denver', 'snowAmount | less_than_3_inches', 'snowAmount | up_to_a_foot', 'weatherOccurringChance | most_likely', 'weatherType | snow'];Denver will most likely receive less than 3 inches, but conditions could create up to a foot of snow.
['locationArea | eastern_plains', 'timePoint | Monday_night', 'weatherIntensity | heavy', 'weatherType | Snowfall', 'weatherType | blizzard'];Snowfall could be heavy Monday night and the eastern plains could experience blizzard conditions.
['timePoint | this_evening', 'weatherIntensity | lighter', 'weatherType | mix', 'weatherType | snow', 'weatherType | snow'];Dave Epstein: “Burst of snow, goes over to mix and then back to some lighter snow this evening.”
['weatherFrequency | at_times', 'weatherFrequency | at_times', 'weatherIntensity | lighter', 'weatherIntensity | steady/heavy', 'weatherType | snowfall'];Terry Eliasen, WBZ: “Intensity of snowfall will come in waves, lighter at times and steady/heavy at times.”
['locationArea | Boston', 'locationArea | inland_south_of_Rte._2', 'timePoint | Noon', 'weatherIntensity | widespread', 'weatherType | Rain', 'weatherType | freezing_rain', 'weatherType | sleet'];Chris Lambert, WHDH: “Mix with sleet/freezing rain is widespread inland south of Rte. 2 by Noon. Rain in Boston by then.”
['weatherIntensity | huge', 'weatherType | ice', 'weatherType | snow', 'weatherType | storm'];Shiri Spear, Boston 25 News: “This storm won’t be a huge snow - maker but you need to be careful for a layer of ice on top. Roads may turn icy today in your town.”
"[""timePoint | Wednesday_night's"", 'windAmount | storm']";Wednesday night's storm is sticking around.
['timePoint | Thursday', 'windAmount | windy'];Hold on tight to your belongings, because Thursday is going to be a windy one.
['locationArea | into_the_Boston_area', 'timePoint | late_Wednesday', 'timePoint | later_in_the_day', 'weatherIntensity | heavy', 'weatherType | rain', 'windAmount | storm', 'windAmount | strong,_potentially_damaging'];The storm that moved into the Boston area late Wednesday isn’t done yet, meaning you’ll experience heavy rain and strong, potentially damaging winds winds before it leaves the area later in the day.
['gustAmount | gusts', 'gustChange | 55_miles_per_hour', 'timePoint | on_Thursday'];Wind will be the main concern on Thursday, with gusts traveling at up to 55 miles per hour.
['cloudType | convective_clouds', 'locationArea | over_the_mountains', 'timePoint | afternoon', 'weatherOccurringChance | Probability'];Probability of some convective clouds forming over the mountains by afternoon.
['cloudAmount | partly_cloudy', 'locationArea | UAE', 'temperatureHotCold | moderate', 'timePoint | Monday', 'weatherOccurringChance | chance', 'weatherType | fog', 'weatherType | mist'];The National Center of Meteorology's (NCM) forecast for UAE on Monday is partly cloudy and moderate with a chance of fog and mist formations.
['cloudAmount | fair_to_partly_cloudy', 'cloudType | convective_clouds', 'locationArea | over_the_mountains', 'timePoint | afternoon', 'weatherOccurringChance | probability'];The weather is expected to be fair to partly cloudy, with a probability of some convective clouds forming over the mountains by afternoon.
['timePoint | during_day', 'weatherFrequency | at_times', 'weatherIntensity | some', 'weatherType | dust', 'windAmount | Light_to_moderate', 'windAmount | freshening', 'windChange | northeasterly', 'windDirection | southeasterly', 'windSpeedBft | 18_-_30kmph', 'windSpeedBft | 40_kmph'];Light to moderate southeasterly winds, becoming northeasterly winds, freshening at times during day, causing blowing some dust, with a speed of 18 - 30kmph, reaching up to 40 kmph.
['temperatureCelsius | 40s', 'weatherType | hot', 'weatherType | sunny'];The weather will continue to be hot and sunny, with temperatures hovering in the 40s.
['windAmount | slight_to_moderate'];The sea will be slight to moderate in the Arabian Gulf and in Oman Sea.
['locationArea | Columbia', 'locationArea | Midlands', 'timePoint | Friday', 'weatherIntensity | severe'];Columbia and the Midlands are under the threat of severe weather on Friday, according to the forecast from the National Weather Service.
['locationArea | across_the_Southeast', 'temperatureHotCold | Colder', 'timePoint | Thursday’s_8_p.m.', 'weatherIntensity | severe', 'weatherType | thunderstorms', 'weatherType | tornadoes', 'windAmount | damaging'];Colder air is moving across the Southeast, creating instability that could cause “severe thunderstorms, including tornadoes,” in addition to damaging winds, the NWS said in Thursday’s 8 p.m. briefing.
['weatherType | tornado'];A lake wind advisory is already in effect, and tornado watches and warnings are possible.
['locationArea | Georgia', 'locationArea | through_the_Midlands', 'timePoint | between_late_morning_and_afternoon', 'windAmount | storms'];After coming through Georgia, the front is expected to bring a line of storms through the Midlands between late morning and afternoon, according to the briefing.
['precipitationAmount | up_to_2_inches', 'weatherOccurringChance | 100_percent', 'weatherType | precipitation', 'weatherType | rain'];There is a 100 percent chance of precipitation, and up to 2 inches of rain could fall, according to the NWS Columbia forecast.
['timePoint | evening', 'timePoint | in_the_afternoon', 'weatherIntensity | severe'];The higher the temperature is in the afternoon, the greater the chances are for severe weather, according to the evening briefing.
['weatherIntensity | quarter-sized', 'weatherOccurringChance | possible', 'weatherType | flooding', 'weatherType | hail', 'weatherType | lightning', 'weatherType | tornadoes', 'windAmount | storms'];In addition to possible tornadoes, the storms also could bring lightning, flooding and “quarter-sized hail,” the NWS reported.
['gustAmount | wind_gusts', 'gustVelocity | 60_mph'];The greatest threat is expected to be caused by wind gusts that exceed 60 mph, according to the NWS.
['weatherIntensity | extreme', 'windAmount | storms'];Although there have been several threats of extreme weather in recent weeks, the NWS reminds people to stay vigilant and respect the potential impact of the storms.
['timePoint | last_weekend', 'weatherIntensity | severe'];“Don’t lower your weather awareness just because many areas did not experience severe weather last weekend. Each system is different, stay alert,” the NWS Columbia tweeted.
['temperatureChange | rise', 'weatherIntensity | no', 'weatherType | rain'];The weather forecast for the season-opening Australian Grand Prix in Melbourne's Albert Park makes for very pleasant reading, with temperatures set to rise as the weekend goes on and no rain expected.
['timePoint | FRIDAY,_MARCH_15'];FRIDAY, MARCH 15 - FP1 & FP2 WEATHER
['cloudAmount | scattered_cloud', 'weatherType | Sunny'];Conditions: Sunny with scattered cloud
['maximumTemperature | 22_Celsius'];Maximum temperature expected: 22 Celsius
['weatherOccurringChance | 0%', 'weatherType | rain'];Chance of rain: 0%
['timePoint | SATURDAY,_MARCH_16'];SATURDAY, MARCH 16 - FP3 & QUALIFYING WEATHER
['cloudAmount | scattered_cloud', 'weatherType | Sunny'];Conditions: Sunny with scattered cloud
['maximumTemperature | 27_Celsius'];Maximum temperature expected: 27 Celsius
['weatherOccurringChance | 0%', 'weatherType | rain'];Chance of rain: 0%
['timePoint | SUNDAY,_MARCH_17'];SUNDAY, MARCH 17 - RACE WEATHER
['cloudAmount | scattered_cloud', 'weatherType | Sunny'];Conditions: Sunny with scattered cloud
['maximumTemperature | 28_Celsius'];Maximum temperature expected: 28 Celsius
['weatherOccurringChance | 0%', 'weatherType | rain'];Chance of rain: 0%
['locationArea | Charlotte_area', 'locationArea | in_northern_Mecklenburg_County', 'locationArea | western_part_of_North_Carolina', 'timePoint | Saturday_night', 'weatherIntensity | some', 'weatherType | ice', 'weatherType | ice', 'weatherType | snow'];The Charlotte area is on the fringe of what could be a snow and ice event for the western part of North Carolina this weekend, and some ice could form Saturday night in northern Mecklenburg County, say forecasters.
['maximumTemperature | near_42_degrees', 'snowAmount | little_accumulation', 'timePoint | Friday_afternoon', 'timePoint | between_2_p.m._and_3_p.m.', 'weatherOccurringChance | chance', 'weatherOccurringChance | slight_chance', 'weatherType | sleet', 'weatherType | snow', 'weatherType | snow'];National Weather Service officials said in a Friday afternoon update that there is “a slight chance of snow and sleet between 2 p.m. and 3 p.m., then a chance of snow.” The high will be near 42 degrees, so little accumulation is expected, forecasters said.
['timePoint | Saturday_night', 'timePoint | before_7_p.m.', 'weatherOccurringChance | chance', 'weatherType | rain', 'weatherType | sleet'];Saturday night, there will be a chance of rain and sleet before 7 p.m., forecasters said.
['minimumTemperature | 33_degrees'];The low will be 33 degrees.
['timePoint | Saturday_night', 'weatherOccurringChance | 90_percent', 'weatherType | precipitation'];Chance of precipitation will be 90 percent Saturday night.
['timePoint | 7_a.m.'];7 a.m.
['locationArea | metropolitan_area', 'locationArea | others_areas', 'weatherIntensity | few_moderate_to_heavy', 'weatherIntensity | mostly_light', 'weatherType | downpours', 'weatherType | rain'];UPDATE: The rain moving through the metropolitan area is mostly light, but there are a few moderate to heavy downpours in others areas,  KSAT 12 meteorologist Mike Osterhage said.
['locationArea | north_of_us', 'weatherIntensity | severe', 'weatherOccurringChance | possible', 'weatherType | storms'];A few storms are also possible, but the severe threat is north of us.
['maximumTemperature | upper_70s', 'weatherType | Sunny'];Sunny today with highs in the upper 70s, Osterhage said.
['compassDirection | east', 'timePoint | 4:30_a.m', 'timePoint | Wednesday_morning', 'weatherType | showers', 'weatherType | storms'];4:30 a.m UPDATE: The showers and storms Wednesday morning are moving east at a pretty good clip, KSAT 12 meteorologist Mike Osterhage said.
['locationArea | north_of_our_area', 'locationArea | southern_end', 'weatherIntensity | severe', 'weatherType | rain'];Osterhage said the severe threat is trending north of our area as the southern end of the rain line is becoming disorganized.
['temperatureCelsius | 78°', 'temperatureHotCold | cooler', 'timePoint | Wednesday', 'weatherType | sunny', 'windAmount | windy'];It will be windy & cooler right behind the front, and then sunny and 78° on Wednesday.
['temperatureHotCold | cooler', 'timePoint | this_weekend'];It will be cooler this weekend.
['locationArea | Garner_State_Park', 'locationArea | Kerrville', 'locationArea | Uvalde', 'locationArea | southern', 'windSpeedBft | 40-50mph'];The National Weather Service says that while the southern part of the line has weakened it could still produce winds of 40-50mph as it approaches Uvalde, Kerrville, and Garner State Park.
['weatherFrequency | brief', 'weatherIntensity | heavy', 'weatherOccurringChance | possible', 'weatherType | Lighting', 'weatherType | rain'];Lighting and brief heavy rain will also be possible.
['locationArea | West_Texas', 'timePoint | Tonight', 'timePoint | overnight_and_early_Wednesday_morning', 'weatherIntensity | some', 'weatherType | damp', 'weatherType | drizzly', 'weatherType | storms', 'weatherType | thunderstorms'];Tonight will be drizzly and damp for most, but a line of storms in West Texas is setting the stage for some thunderstorms overnight and early Wednesday morning.
['weatherIntensity | strong', 'weatherType | storms'];In typical spring fashion, some of these storms could be strong.
['locationArea | areas_along_the_border', 'timePoint | just_after_midnight', 'weatherOccurringChance | likely', 'weatherType | storms'];As for timing, areas along the border will see the line of storms first, likely just after midnight.
['locationArea | The_Hill_Country', 'timePoint | from_3am_until_6am', 'weatherOccurringChance | possibility', 'weatherType | storms'];The Hill Country is next in line, seeing a possibility of storms from 3am until 6am.
['locationArea | I-35_corridor', 'locationArea | San_Antonio', 'timePoint | between_6_and_10_am', 'weatherType | storms'];San Antonio and the I-35 corridor should see storms arriving between 6 and 10 am.
['timePoint | Wednesday_through_next_weekend', 'weatherChange | nice_drop', 'weatherType | humidity', 'weatherType | sunshine'];After the front, sunshine will return and humidity will take a nice drop Wednesday through next weekend.
['temperatureHotCold | bit_cool', 'timePoint | during_the_morning_hours_Friday_through_Sunday'];Temperatures will be a bit cool, especially during the morning hours Friday through Sunday.
['locationArea | Delhi', 'locationArea | NCR', 'locationArea | North_India', 'temperatureChange | intensify', 'temperatureHotCold | cold', 'timePoint | Monday', 'weatherIntensity | dense', 'weatherType | fog'];As the cold wave continues to intensify in North India, Delhi and the surrounding NCR woke up to a dense fog on Monday.
['locationArea | Delhi', 'locationArea | NCR', 'locationArea | North_India', 'temperatureChange | intensify', 'temperatureHotCold | cold', 'timePoint | Monday', 'weatherIntensity | dense', 'weatherType | fog'];As the cold wave continues to intensify in North India, Delhi and the surrounding NCR woke up to a dense fog on Monday.
['locationArea | North_India', 'temperatureHotCold | intense_cold'];"As North India continues to reel under intense cold wave, the air quality index in the national capital hovered around ""moderate"" to ""poor""."
['locationArea | Jammu', 'locationArea | Kashmir', 'locationArea | various_locations', 'temperatureCelsius | below_freezing_point'];In Jammu and Kashmir, various locations continue to remain below freezing point.
['temperatureChange | gradual_rise', 'temperatureChange | remain_the_same', 'timePoint | over_the_next_two_days'];According to the India Meteorological Department (IMD), the temperature is likely to remain the same over the next two days and there may be a gradual rise.
['locationArea | over_western_Himalayan_region', 'timePoint | in_the_next_two_days', 'weatherIntensity | widespread', 'weatherOccurringChance | likely', 'weatherType | rain', 'weatherType | snow'];The IMD in a statement said a fresh western disturbance is likely to cause widespread rain and snow over western Himalayan region in the next two days.
['locationArea | Jammu', 'locationArea | Kashmir', 'timePoint | January_30', 'weatherIntensity | isolated_heavy', 'weatherType | rainfall', 'weatherType | snowfall'];Jammu and Kashmir is likely experience isolated heavy snowfall and rainfall on January 30.
['locationArea | central_India', 'locationArea | plains_of_northwest', 'timePoint | January_30-February_2', 'weatherIntensity | isolated_to_scattered', 'weatherOccurringChance | likely', 'weatherType | rain', 'weatherType | thundershowers'];The weather department also said isolated to scattered rain or thundershowers are likely to occur over plains of northwest and central India during the period between January 30-February 2.
['locationArea | States_all_across_the_country', 'temperatureCelsius | triple-digit', 'weatherIntensity | heavy', 'weatherType | rain'];States all across the country are grappling with triple-digit temperatures and heavy rain.
['locationArea | across_the_South', 'locationArea | central', 'locationArea | much_of_the_U.S.', 'locationArea | northeastern_states', 'temperatureHotCold | extreme', 'timePoint | this_week', 'weatherIntensity | SEVERE', 'weatherType | storms'];SEVERE WEATHER IS affecting much of the U.S. this week with extreme temperatures across the South and storms sweeping across central and northeastern states.
['locationArea | Alabama', 'locationArea | Arkansas', 'locationArea | Louisiana', 'locationArea | Missississppi', 'temperatureHotCold | excessive_heat', 'temperatureHotCold | heat'];The National Weather Service issued excessive heat warnings and heat advisories for Arkansas, Missississppi, Alabama and Louisiana.
['locationArea | Florida', 'locationArea | Georgia', 'locationArea | Texas', 'temperatureHotCold | heat'];Additional heat advisories are in effect in Texas, Georgia and Florida.
['locationArea | Arizona', 'locationArea | California', 'locationArea | Nevada', 'temperatureHotCold | Excessive_heat'];Excessive heat watches are in place for parts of California, Nevada and Arizona.
['locationArea | Tallahassee,_Florida', 'temperatureCelsius | 113', 'temperatureCelsius | triple-digit'];The weather service's Tallahassee, Florida office warned of triple-digit temperatures up to 113 degrees Fahrenheit.
['locationArea | Jacksonville', 'locationArea | Melbourne', 'weatherIntensity | heavy', 'weatherIntensity | severe', 'weatherType | flooding', 'weatherType | rainfall', 'weatherType | thunderstorms', 'windAmount | damaging'];The Jacksonville and Melbourne branches warned of severe thunderstorms with heavy rainfall leading to flooding and damaging winds.
['locationArea | Texas', 'temperatureCelsius | 110', 'timePoint | Tuesday'];The NWS branch in Texas forecast temperatures to reach up to 110 degrees Tuesday.
['minimumTemperature | 86', 'temperatureHotCold | heat', 'timePoint | five_consecutive_days'];The heat wave has brought five consecutive days of record-breaking or tied minimum temperature highs in the state with daily low temperatures as high as 86 degrees.
['compassDirection | Gulf_of_Mexico', 'locationArea | Texas', 'temperatureHotCold | cold', 'timePoint | later_in_the_week', 'weatherType | storms'];A weak cold front moving from the Gulf of Mexico will bring storms across Texas later in the week.
['weatherIntensity | Strong', 'weatherIntensity | frequent', 'weatherIntensity | heavy', 'weatherType | isolated_thunderstorms', 'weatherType | lightning', 'weatherType | rain', 'windAmount | damaging'];Strong isolated thunderstorms will produce damaging winds, frequent lightning and heavy rain.
['locationArea | Northeast', 'locationArea | mid-Atlantic', 'weatherIntensity | heavy', 'weatherIntensity | severe', 'weatherOccurringChance | potential', 'weatherType | flooding', 'weatherType | rainfall', 'weatherType | storms'];More storms will fall over the mid-Atlantic and Northeast, bringing severe weather and heavy rainfall with potential flooding.
['weatherIntensity | large', 'weatherType | hail', 'weatherType | tornadoes', 'windAmount | damaging'];The weather service in Washington, D.C. warned of damaging winds with large hail and possible tornadoes.
['locationArea | Philadelphia', 'locationArea | central_New_Jersey', 'weatherIntensity | heavy', 'weatherType | flash_flooding', 'weatherType | rain', 'weatherType | storms', 'windAmount | damaging'];Philadelphia and central New Jersey could see flash flooding as heavy rain pours down on the region and storms produce damaging winds.
['locationArea | New_York_City', 'locationArea | parts_of_New_England', 'precipitationAmount | 2', 'weatherIntensity | heavy', 'weatherType | flooding', 'weatherType | rain', 'weatherType | rainfall', 'weatherType | thunderstorms'];New York City is bracing for up to 2 inches of rain and parts of New England will experience heavy rainfall, thunderstorms and flooding.
['locationArea | CHICAGO', 'locationArea | Chicago_area', 'locationArea | Northwest_Indiana', 'locationArea | most_of_northern_Illinois', 'weatherType | CBS)–Snow', 'weatherType | ice'];CHICAGO (CBS)–Snow and ice are returning to the Chicago area, and the forecast has prompted the National Weather Service to issue a winter weather advisory for most of northern Illinois and Northwest Indiana.
['timePoint | around_11_Wednesday_morning', 'timePoint | morning', 'weatherType | freezing_rain', 'weatherType | precipitation', 'weatherType | snow'];After some morning snow, some of the precipitation will turn to freezing rain around 11 Wednesday morning.
['locationArea | some_locations', 'timePoint | by_late_morning', 'weatherIntensity | light', 'weatherType | ice'];Expect a light glaze of ice in some locations by late morning, CBS 2’s Megan Glaros reports.
['timePoint | 4:30_a.m.', 'timePoint | 9_a.m._to_10_a.m.', 'weatherIntensity | light_to_moderate', 'weatherType | snow'];A light to moderate snow was falling as of 4:30 a.m. and is expected to continue to fall through 9 a.m. to 10 a.m.
['snowAmount | half_inch', 'snowAmount | slightly_more_than_an_inch'];Totals are expected to range from a half inch to maybe slightly more than an inch.
['temperatureChange | rise', 'timePoint | later_in_the_morning', 'weatherType | ice'];As temperatures rise, some ice may form on roads later in the morning.
['timePoint | 5_a.m.', 'weatherType | snow'];As of 5 a.m., there were no reports of weather-related accidents, but neighborhood roads were covered with a coating of snow and were slippery.
['temperatureCelsius | 29_degrees', 'timePoint | 7_a.m.'];Expect temperatures around 29 degrees by 7 a.m.
['temperatureCelsius | 36_degrees', 'temperatureChange | rise', 'timePoint | 3_p.m.', 'timePoint | lunch_time'];Temperatures will start to rise at lunch time, reaching 36 degrees by 3 p.m.
['timePoint | into_the_afternoon', 'weatherType | Rain_sprinkles'];Rain sprinkles will still be around into the afternoon.
['locationArea | Mobile_Weather_Lab_in_McHenry_County', 'weatherIntensity | light', 'weatherType | snow'];Ed Curran was reporting light snow from Mobile Weather Lab in McHenry County.
['locationArea | Jane_Addams_Tollway'];The Jane Addams Tollway was well treated and traffic was moving smoothly.
['windChange | picking_up', 'windSpeedBft | 15_miles_per_hour'];Winds were picking up to around 15 miles per hour.
['locationArea | north_central_Illinois', 'locationArea | northeast_Illinois', 'locationArea | northwest_Indiana', 'weatherType | wintry'];The wintry weather could affect portions of north central Illinois, northeast Illinois and northwest Indiana.
['timePoint | through_3_p.m._Wednesday'];The warning is in effect through 3 p.m. Wednesday.
['locationArea | ORLANDO,_Fla.'];ORLANDO, Fla.
